OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32528,2024-196T,2026-06-28T14:16:52.528224,15.34386819,.00010559,53.1615,305.7072,100.2599,259.8523,0,U,61724,999,9294,-.2282935E-5,-.453E-5,0
STARLINK-32573,2024-196U,2026-06-28T15:14:25.986336,15.34394919,.00012911,53.1631,305.9514,91.0009,269.1141,0,U,61725,999,9414,.72772443E-4,.2083E-4,0
STARLINK-32478,2024-196V,2026-06-28T15:29:14.230176,15.31114186,.00011357,53.1597,306.0149,68.0010,292.1112,0,U,61726,999,9414,.64399221E-2,.20124E-2,0
STARLINK-32511,2024-196W,2026-06-28T14:25:56.659008,15.34396237,.00012675,53.1611,305.7381,74.8957,285.2186,0,U,61727,999,9414,-.88529789E-4,-.3366E-4,0
STARLINK-32475,2024-196X,2026-06-28T14:44:08.132064,15.34396191,.0001156,53.1611,305.8169,96.6384,263.4750,0,U,61728,999,9414,.13249976E-3,.4102E-4,0
STARLINK-32442,2024-196Y,2026-06-28T14:35:02.955840,15.34395672,.00012621,53.1599,305.7786,99.0977,261.0169,0,U,61729,999,9414,.11784006E-3,.3607E-4,0
COSMOS 2579,2024-197A,2026-06-28T14:55:44.306112,15.24962765,.00019927,97.5586,103.7112,48.9622,311.1787,0,U,61730,999,9221,.13638589E-3,.3325E-4,0
DSN-3 (KIRAMEKI-3),2024-198A,2026-06-28T13:08:24.874368,1.00273385,.00010337,0.0080,316.6415,148.6591,152.4987,0,U,61733,999,603,0,-.238E-5,0
IONOSFERA-M 1,2024-199A,2026-06-28T14:04:40.928448,14.22756290,.00021632,98.7159,52.6377,95.2059,264.9366,0,U,61735,999,12932,.48911267E-4,.66E-6,0
IONOSFERA-M 2,2024-199B,2026-06-28T14:54:01.644768,14.22759593,.00005561,98.7158,52.5822,40.7498,319.3721,0,U,61736,999,13245,.44756326E-4,.56E-6,0
SITRO-AIS 16,2024-199C,2026-06-28T13:58:32.027232,14.97653810,.00078756,97.3237,18.1997,39.9451,320.2350,0,U,61737,999,13352,.21535817E-3,.2468E-4,0
SITRO-AIS 15,2024-199D,2026-06-28T13:35:39.812928,14.97664255,.0007408,97.3226,18.2230,42.4210,317.7585,0,U,61738,999,13352,.27085233E-3,.3118E-4,0
SITRO-AIS 21,2024-199E,2026-06-28T14:02:09.302496,14.95185576,.0013384,97.3247,16.6249,31.4330,328.7689,0,U,61739,999,13345,.15675314E-3,.1672E-4,0
SITRO-AIS 22,2024-199F,2026-06-28T14:36:02.343744,14.95955008,.00131191,97.3236,16.8911,30.0539,330.1434,0,U,61740,999,13362,.21004235E-3,.2304E-4,0
SITRO-AIS 24,2024-199G,2026-06-28T14:11:56.182272,14.96205632,.00132214,97.3244,16.9230,31.1332,329.0671,0,U,61741,999,13359,.15948462E-3,.1748E-4,0
SITRO-AIS 23,2024-199H,2026-06-28T14:17:35.644416,14.95983192,.00131241,97.3239,16.9091,30.8677,329.3314,0,U,61742,999,13347,.17230632E-3,.1882E-4,0
SITRO-AIS 13,2024-199J,2026-06-28T14:52:43.489056,14.97929740,.00068138,97.3214,18.4394,40.2876,319.8851,0,U,61743,999,13370,.22998483E-3,.2658E-4,0
2024-199K,2024-199K,2026-06-28T15:36:17.631648,15.52563535,.00064695,97.2938,55.0441,218.1849,141.8947,0,U,61744,999,13614,.43601796E-3,.26739E-3,0
POLYTECH UNIVERSE-5,2024-199L,2026-06-28T14:30:18.795744,15.62831491,.0004964,97.2942,57.6599,192.6419,167.4716,0,U,61745,999,13946,.57947039E-3,.52341E-3,0
COLIBRI-S (RS67S),2024-199M,2026-06-28T15:11:47.653152,15.48188861,.00068239,97.2978,53.5947,224.1656,135.9051,0,U,61746,999,13918,.40557937E-3,.21288E-3,0
POLYTECH UNIVERSE-4,2024-199N,2026-06-28T15:19:00.517152,15.45979180,.0007415,97.2988,52.8414,226.3274,133.7361,0,U,61747,999,13913,.36089107E-3,.17535E-3,0
SITRO-AIS 44,2024-199P,2026-06-28T14:07:50.013120,15.70244791,.00048305,97.2865,59.1838,181.8857,178.2388,0,U,61748,999,13957,.72021532E-3,.87985E-3,0
VIZARD-ION (RS68S),2024-199Q,2026-06-28T14:11:22.241760,15.55884330,.00053356,97.2972,56.0665,207.0708,153.0269,0,U,61749,999,13934,.51445345E-3,.35648E-3,0
2024-199R,2024-199R,2026-06-28T14:13:14.398464,15.56049686,.00049787,97.2943,55.5176,220.8144,139.2739,0,U,61750,999,13932,.49923271E-3,.34795E-3,0
2024-199S,2024-199S,2026-06-28T14:44:19.217184,15.37015676,.00076732,97.2986,48.9845,263.6695,96.3676,0,U,61751,999,13889,.23765053E-3,.8533E-4,0
SITRO-AIS 14,2024-199T,2026-06-28T14:42:08.094816,14.97719181,.00068243,97.3216,18.3085,37.8423,322.3279,0,U,61752,999,13683,.21545569E-3,.2473E-4,0
HORS 3 (RS81S),2024-199U,2026-06-28T14:32:26.865600,15.55759600,.00047294,97.2966,55.6794,215.6669,144.4270,0,U,61753,999,13933,.50587423E-3,.34883E-3,0
HORS 4 (RS82S),2024-199V,2026-06-28T14:17:05.690400,15.60750638,.00046893,97.2909,56.9457,200.5824,159.5245,0,U,61754,999,13942,.57271124E-3,.4771E-3,0
SITRO-AIS 43,2024-199W,2026-06-28T14:13:16.640544,15.70914059,.00049174,97.2886,59.3674,175.2189,184.9122,0,U,61755,999,13958,.68439755E-3,.8594E-3,0
SITRO-AIS 42,2024-199X,2026-06-28T15:13:35.109696,15.69626433,.00027999,97.2877,59.4582,223.6497,136.4544,0,U,61756,999,13959,.58797558E-3,.69819E-3,0
SITRO-AIS 20,2024-199Z,2026-06-28T14:12:07.511040,14.98003821,.00072086,97.3227,18.4598,40.4922,319.6836,0,U,61758,999,13684,.16409601E-3,.1885E-4,0
SITRO-AIS 19,2024-199AA,2026-06-28T14:17:21.155136,14.97975319,.00070391,97.3223,18.4583,40.8584,319.3166,0,U,61759,999,13684,.16870549E-3,.1938E-4,0
SITRO-AIS 41,2024-199AB,2026-06-28T14:52:56.152704,15.69431171,.00047304,97.2902,59.0975,174.6069,185.5245,0,U,61760,999,13956,.69146662E-3,.81617E-3,0
2024-199AC,2024-199AC,2026-06-28T15:25:18.646752,15.57904907,.00046354,97.2904,56.4180,199.4352,160.6728,0,U,61761,999,13939,.5520825E-3,.41264E-3,0
SIT-HSE,2024-199AE,2026-06-28T15:30:12.668544,15.53458877,.00035997,97.2962,56.0950,206.9609,153.1458,0,U,61763,999,13936,.5517136E-3,.34985E-3,0
SIT-2086,2024-199AF,2026-06-28T14:21:05.995584,15.53867401,.00060281,97.2923,56.1084,199.2994,160.8033,0,U,61764,999,13620,.54540869E-3,.35117E-3,0
2024-199AK,2024-199AK,2026-06-28T15:27:48.853152,15.50174231,.00038779,97.2948,54.5849,230.0523,130.0388,0,U,61768,999,13611,.39123703E-3,.22001E-3,0
KOSAR,2024-199AL,2026-06-28T14:19:45.377472,15.54712975,.00032597,97.2927,55.8105,207.4306,152.6777,0,U,61769,999,13619,.4527058E-3,.30007E-3,0
SITRO-AIS 48,2024-199AN,2026-06-28T14:10:38.613216,15.59099195,.00056267,97.2912,55.7677,226.4608,133.6182,0,U,61771,999,13620,.5845173E-3,.45734E-3,0
HYPERVIEW 1G (RS66S),2024-199AP,2026-06-28T14:36:27.945792,15.79182252,.00065051,97.2850,59.9302,183.5272,176.5951,0,U,61772,999,13647,.87461683E-3,.158488E-2,0
SITRO-AIS 47,2024-199AQ,2026-06-28T14:59:50.801856,15.59898130,.00050951,97.2894,56.0164,218.3526,141.7370,0,U,61773,999,13622,.61356808E-3,.49503E-3,0
SITRO-AIS 46,2024-199AR,2026-06-28T14:29:24.914976,15.61705386,.00049576,97.2868,56.4349,219.1639,140.9261,0,U,61774,999,13625,.58142959E-3,.50265E-3,0
2024-199AS,2024-199AS,2026-06-28T14:50:55.489056,15.44719559,.00130593,97.2976,51.9786,231.3419,128.6662,0,U,61775,999,13593,.31191269E-3,.14531E-3,0
SITRO-AIS 40,2024-199AT,2026-06-28T15:26:54.976704,15.62028055,.00047937,97.2877,56.5471,216.4542,143.6390,0,U,61776,999,13941,.6104856E-3,.53462E-3,0
2024-199AU,2024-199AU,2026-06-28T13:46:21.585216,15.45960282,.00130812,97.2976,52.1849,230.6821,129.3270,0,U,61777,999,13594,.33659982E-3,.16371E-3,0
SITRO-AIS 39,2024-199AV,2026-06-28T15:30:11.232576,15.58969344,.00052203,97.2880,55.6543,220.5106,139.5762,0,U,61778,999,13620,.61714635E-3,.48066E-3,0
ALTAIR (RS65S),2024-199AW,2026-06-28T15:13:46.332192,15.37238958,.00107761,97.3019,48.9110,263.1455,96.8564,0,U,61779,999,13887,.29436857E-3,.10678E-3,0
SITRO-AIS 37,2024-199AX,2026-06-28T15:23:34.688544,15.60159866,.0005601,97.2913,56.0623,222.4484,137.6341,0,U,61780,999,13622,.63415652E-3,.51699E-3,0
ASRTU-1 (AO-123),2024-199AY,2026-06-28T13:37:10.982208,15.35833405,.00119009,97.2990,48.1363,267.0979,92.8903,0,U,61781,999,13567,.21352241E-3,.738E-4,0
SAMSAT-IONOSPHERE (RS75S),2024-199BB,2026-06-28T14:52:21.181440,15.58626936,.00068802,97.2931,55.7830,220.2642,139.8106,0,U,61784,999,13934,.5881422E-3,.4522E-3,0
RTU MIREA 1 (RS51S),2024-199BC,2026-06-28T14:49:49.017216,15.62346488,.00069686,97.2918,56.6734,212.1802,147.9032,0,U,61785,999,13625,.63673527E-3,.56512E-3,0
SITRO-AIS 38,2024-199BD,2026-06-28T14:58:56.732736,15.49543147,.00073166,97.2931,53.9672,237.2692,122.7854,0,U,61786,999,13608,.53598932E-3,.29563E-3,0
2024-199BE,2024-199BE,2026-06-28T13:59:46.698432,15.36670110,.00113421,97.2997,48.4665,264.2613,95.7338,0,U,61787,999,13884,.24106488E-3,.857E-4,0
SITRO-AIS 45,2024-199BF,2026-06-28T14:19:27.864192,15.59271776,.00051786,97.2879,55.6899,220.6416,139.4454,0,U,61788,999,13618,.59911905E-3,.47189E-3,0
SITRO-AIS 17,2024-199BG,2026-06-28T13:59:50.030016,14.98013545,.00075735,97.3237,18.5020,47.5563,312.6299,0,U,61789,999,13374,.21860595E-3,.2529E-4,0
SITRO-AIS 18,2024-199BH,2026-06-28T14:19:28.871616,14.97963447,.00070385,97.3223,18.4609,41.9116,318.2645,0,U,61790,999,13374,.16082792E-3,.1844E-4,0
STARLINK-32362,2024-202A,2026-06-27T17:02:19.098528,15.27573746,.00013449,43.0019,325.4252,277.0797,82.9901,0,U,61845,999,9287,.88549407E-4,.2175E-4,0
STARLINK-32472,2024-202B,2026-06-27T16:25:32.179008,15.27571867,.00014312,43.0009,326.0933,262.3920,97.6770,0,U,61846,999,9227,.53974583E-4,.1223E-4,0
STARLINK-32352,2024-202C,2026-06-27T18:29:03.317856,15.27599379,.00010948,43.0016,325.0137,279.6850,80.3878,0,U,61847,999,9230,.11415658E-3,.2882E-4,0
STARLINK-32427,2024-202D,2026-06-28T02:42:04.631904,15.27568851,.00000367,43.0024,323.2857,213.1519,146.9331,0,U,61848,999,9234,.67157122E-4,.1586E-4,0
STARLINK-32346,2024-202E,2026-06-28T02:47:37.579488,15.27571192,.00004124,43.0013,323.3146,37.4340,322.6540,0,U,61849,999,9234,.74710329E-4,.1794E-4,0
STARLINK-32330,2024-202F,2026-06-28T03:20:40.759296,15.27574989,.00015296,43.0034,333.8728,270.4756,89.5920,0,U,61850,999,9223,.57746663E-4,.1327E-4,0
STARLINK-32379,2024-202G,2026-06-28T02:14:18.478752,15.27571349,.00021262,43.0030,323.1391,263.7953,96.2657,0,U,61851,999,9234,.18534745E-3,.484E-4,0
STARLINK-32433,2024-202H,2026-06-28T03:26:13.845120,15.27580282,.00011508,43.0040,333.9010,267.5073,92.5647,0,U,61852,999,9223,.30079E-4,.566E-5,0
STARLINK-32394,2024-202J,2026-06-28T03:29:56.324256,15.27572906,.00008143,43.0018,333.9211,273.8879,86.1879,0,U,61853,999,9222,.43796321E-4,.943E-5,0
STARLINK-32486,2024-202K,2026-06-27T21:18:51.211008,15.27588211,.0001002,43.0021,335.4275,267.9980,92.0757,0,U,61854,999,9219,.13547E-4,.111E-5,0
STARLINK-32391,2024-202L,2026-06-28T11:31:49.451808,15.27568771,.00014315,43.0026,332.1322,280.4919,79.5772,0,U,61855,999,9227,.10618049E-3,.266E-4,0
STARLINK-32483,2024-202M,2026-06-28T11:37:22.486656,15.27575082,.0001579,43.0038,332.1581,259.8779,100.1895,0,U,61856,999,9228,.4711963E-5,-.133E-5,0
STARLINK-32451,2024-202N,2026-06-27T21:41:04.143552,15.27583842,.00011044,43.0001,335.5387,253.9583,106.1147,0,U,61857,999,9219,.40964921E-4,.866E-5,0
STARLINK-32556,2024-202P,2026-06-28T03:52:08.542272,15.27572334,.00012627,43.0016,334.0313,258.2605,101.8105,0,U,61858,999,9223,.84660311E-4,.2068E-4,0
STARLINK-32466,2024-202Q,2026-06-28T11:52:10.935264,15.27572640,.00014026,43.0029,332.2350,260.7714,99.2979,0,U,61859,999,9228,.12295284E-4,.76E-6,0
STARLINK-32316,2024-202R,2026-06-28T11:28:48.995040,15.27575603,.00012482,43.0026,328.6496,258.2388,101.8324,0,U,61860,999,9231,.96086925E-4,.2383E-4,0
STARLINK-32415,2024-202S,2026-06-27T18:47:31.268256,15.27509341,.00012362,43.0022,336.3560,276.8379,83.2332,0,U,61861,999,9216,.57503502E-3,.15561E-3,0
STARLINK-32393,2024-202T,2026-06-28T11:57:43.526880,15.27569800,.00012859,43.0009,332.2623,229.0125,131.0616,0,U,61862,999,9228,.12549683E-3,.3192E-4,0
STARLINK-32324,2024-202U,2026-06-28T02:49:26.565312,15.27574951,.00004017,43.0015,334.5719,343.6859,16.3979,0,U,61863,999,9221,.40793685E-4,.861E-5,0
STARLINK-32318,2024-202V,2026-06-28T02:58:42.215808,15.27580996,.00006426,43.0039,334.6171,329.2601,30.8213,0,U,61864,999,9222,.86114411E-4,.2109E-4,0
STARLINK-32401,2024-202W,2026-06-28T03:04:14.058336,15.27575546,.00006044,43.0041,334.6442,308.7844,51.2954,0,U,61865,999,9222,.40180662E-4,.844E-5,0
STARLINK-32588,2024-202X,2026-06-28T02:54:59.302080,15.27573303,.00013283,42.9967,334.5992,268.1418,91.9282,0,U,61866,999,9222,.55014827E-4,.1252E-4,0
STARLINK-32569,2024-202Y,2026-06-27T19:19:00.437952,15.27581811,.0000958,43.0020,336.5174,281.3849,78.6895,0,U,61867,999,9217,.2346292E-5,-.197E-5,0
2024-203A,2024-203A,2026-06-28T15:46:11.813952,15.30341973,.00096472,97.4199,249.9476,285.2672,74.7502,0,U,61869,999,9071,.44108762E-3,.12893E-3,0
2024-203B,2024-203B,2026-06-28T15:45:05.285952,15.30568805,.00092038,97.4179,249.9671,283.2663,76.7551,0,U,61870,999,9072,.43061521E-3,.12672E-3,0
2024-203C,2024-203C,2026-06-28T14:05:26.922624,15.25483346,.00098006,97.4243,248.7337,306.3647,53.6686,0,U,61871,999,9060,.37026159E-3,.9316E-4,0
2024-203D,2024-203D,2026-06-28T14:45:59.780736,15.27303538,.00091275,97.4257,249.6980,303.0419,56.9943,0,U,61872,999,9066,.39268027E-3,.10444E-3,0
STARLINK-11402 [DTC],2024-204A,2026-06-28T05:49:47.904384,15.69688660,.00011974,53.1596,171.6372,86.7579,273.3576,0,U,61874,999,9486,.30770524E-4,.3137E-4,0
STARLINK-11316 [DTC],2024-204B,2026-06-28T05:56:43.029600,15.69689574,.00011152,53.1589,170.9134,102.0580,258.0563,0,U,61875,999,9428,.3462618E-5,-.169E-5,0
STARLINK-11321 [DTC],2024-204D,2026-06-28T05:35:39.891840,15.69709521,.0001057,53.1588,171.5499,103.2568,256.8568,0,U,61877,999,9426,.4952425E-5,.11E-6,0
STARLINK-11314 [DTC],2024-204E,2026-06-28T05:28:36.061824,15.69695547,.00012816,53.1604,171.5189,114.3562,245.7590,0,U,61878,999,9427,.23570075E-4,.2266E-4,0
STARLINK-11324 [DTC],2024-204F,2026-06-28T05:21:32.065920,15.69698122,.00016026,53.1582,171.4807,149.9971,210.1139,0,U,61879,999,9427,.9903075E-5,.61E-5,0
STARLINK-11328 [DTC],2024-204G,2026-06-28T06:46:09.144192,15.69696315,.0000827,53.1588,171.1395,103.9156,256.1954,0,U,61880,999,9428,.17465704E-4,.1527E-4,0
STARLINK-11329 [DTC],2024-204H,2026-06-28T06:39:05.263200,15.69697283,.00009767,53.1586,171.1061,94.6617,265.4513,0,U,61881,999,9428,.22829766E-4,.2177E-4,0
STARLINK-11398 [DTC],2024-204J,2026-06-28T06:32:01.809888,15.69693637,.00011514,53.1591,171.0709,60.9302,299.1831,0,U,61882,999,9428,.26520473E-4,.2623E-4,0
STARLINK-11383 [DTC],2024-204K,2026-06-28T06:17:54.586176,15.69687594,.00007951,53.1589,171.0069,73.2277,286.8828,0,U,61883,999,9428,.8912624E-5,.491E-5,0
STARLINK-11359 [DTC],2024-204L,2026-06-28T06:24:57.987648,15.69691686,.00014732,53.1592,171.0404,132.5985,227.5157,0,U,61884,999,9428,.22105516E-4,.2088E-4,0
STARLINK-11301 [DTC],2024-204M,2026-06-28T06:10:50.418336,15.69690005,.00010109,53.1598,170.9733,103.9882,256.1249,0,U,61885,999,9428,.24102083E-4,.233E-4,0
STARLINK-11351 [DTC],2024-204N,2026-06-28T06:03:46.783584,15.69692342,.00010691,53.1590,170.9402,71.0553,289.0580,0,U,61886,999,9428,-.3549059E-5,-.1018E-4,0
STARLINK-32410,2024-204P,2026-06-28T13:59:46.573152,15.34380015,.00010078,53.1613,330.0265,118.1617,241.9488,0,U,61887,999,9210,.62058453E-4,.172E-4,0
STARLINK-32377,2024-204Q,2026-06-28T15:30:32.268384,15.34399419,.00010881,53.1592,329.7069,79.5667,280.5458,0,U,61888,999,9210,.1883877E-3,.5994E-4,0
STARLINK-32292,2024-204R,2026-06-28T14:14:55.833792,15.34377493,.00013893,53.1601,330.0900,88.8222,271.2940,0,U,61889,999,9210,.69868127E-4,.1983E-4,0
STARLINK-32501,2024-204S,2026-06-28T14:36:08.150688,15.34384311,.00012503,53.1608,330.1814,78.9566,281.1578,0,U,61890,999,9210,.30182034E-4,.643E-5,0
STARLINK-32383,2024-204T,2026-06-28T14:27:02.757600,15.34376312,.00009235,53.1611,330.1394,76.8751,283.2355,0,U,61891,999,9210,.73866684E-4,.2119E-4,0
STARLINK-32239,2024-204U,2026-06-28T14:33:48.082464,15.34391004,.00008625,53.1604,331.5858,87.9478,272.1623,0,U,61892,999,9208,.95178042E-4,.284E-4,0
STARLINK-32489,2024-204V,2026-06-28T15:21:26.977248,15.34384265,.00011823,53.1625,329.6687,91.4030,268.7108,0,U,61893,999,9210,.6444535E-4,.1801E-4,0
2024-205A,2024-205A,2026-06-28T15:08:01.749120,15.12040366,.00180035,97.4131,249.3819,117.7502,242.5558,0,U,61894,999,8993,.41688653E-3,.7132E-4,0
2024-205B,2024-205B,2026-06-28T14:57:56.620800,15.30692499,.0009165,97.4142,257.2653,3.0157,357.1137,0,U,61895,999,9043,.35674173E-3,.10523E-3,0
2024-205C,2024-205C,2026-06-28T14:20:35.130048,15.12543402,.00494194,97.4126,250.1046,323.9461,35.8440,0,U,61896,999,8995,.37598246E-3,.6685E-4,0
2024-205D,2024-205D,2026-06-28T14:23:25.899648,15.18159551,.00121542,97.4099,250.8483,25.8684,334.3155,0,U,61897,999,9001,.29258417E-3,.592E-4,0
2024-205E,2024-205E,2026-06-28T14:38:58.702560,15.11200440,.00544548,97.4118,249.9040,323.4653,36.2867,0,U,61898,999,8994,.37625683E-3,.6481E-4,0
2024-205F,2024-205F,2026-06-28T15:48:38.089152,15.15536964,.00058624,97.4101,250.7161,3.3214,356.8057,0,U,61899,999,9001,.40411847E-3,.7601E-4,0
2024-205G,2024-205G,2026-06-28T14:45:41.724864,15.10894796,.00207331,97.4131,249.1156,110.3226,250.0234,0,U,61900,999,8988,.44194798E-3,.7336E-4,0
2024-205H,2024-205H,2026-06-28T15:29:02.369184,15.32039956,.00090289,97.4114,257.6630,6.3513,353.7842,0,U,61901,999,9047,.38307432E-3,.11792E-3,0
2024-205J,2024-205J,2026-06-27T22:29:23.121888,15.12258587,.0014738,97.4143,249.0080,130.1132,230.1393,0,U,61902,999,8981,.46655E-3,.8028E-4,0
2024-205K,2024-205K,2026-06-28T15:00:06.117120,15.31036827,.00089934,97.4111,256.5852,5.8659,354.2686,0,U,61903,999,9039,.44494824E-3,.13289E-3,0
2024-205L,2024-205L,2026-06-28T15:19:37.085088,15.08196529,.00658677,97.4131,249.6893,327.4932,32.2248,0,U,61904,999,8992,.26218357E-3,.4197E-4,0
2024-205M,2024-205M,2026-06-28T14:48:52.231680,15.29739180,.00035539,97.3847,254.0359,266.4972,93.5862,0,U,61905,999,9025,.24481729E-3,.6978E-4,0
2024-205N,2024-205N,2026-06-28T14:41:09.487968,15.38442293,.00074073,97.4168,260.4678,2.0967,358.0308,0,U,61906,999,9063,.50680047E-3,.19176E-3,0
2024-205P,2024-205P,2026-06-28T14:49:24.116736,15.17260714,.00122831,97.4130,251.8267,26.4537,333.7321,0,U,61907,999,9006,.21460229E-3,.4213E-4,0
2024-205Q,2024-205Q,2026-06-28T14:41:12.700320,15.17466832,.00122572,97.4133,251.8659,26.0648,334.1200,0,U,61908,999,9006,.27850747E-3,.5521E-4,0
KOREASAT 6A,2024-206A,2026-06-28T07:52:44.318208,1.00269006,.00009073,0.0196,39.7020,46.6465,64.2917,0,U,61910,999,595,0,0,0
STARLINK-32303,2024-207A,2026-06-28T14:12:04.348800,15.27589047,.00012729,43.0029,15.3807,284.3925,75.6785,0,U,61912,999,9227,.8360356E-3,.22821E-3,0
STARLINK-32434,2024-207B,2026-06-27T23:09:20.950848,15.27591724,.00016171,43.0013,19.2790,272.5422,87.5244,0,U,61913,999,9158,.39979403E-3,.10759E-3,0
STARLINK-32460,2024-207C,2026-06-28T05:40:33.911040,15.27593948,.00011179,42.9989,17.0150,265.8275,94.2449,0,U,61914,999,9163,.92665424E-3,.25336E-3,0
STARLINK-32559,2024-207D,2026-06-28T14:00:01.000224,15.37202545,.0001561,43.0005,14.8482,267.9481,288.4792,0,U,61915,999,586,.2489616E-2,.93585E-3,0
STARLINK-32541,2024-207E,2026-06-28T14:00:01.000224,15.27584456,.00013921,43.0036,19.2049,257.0622,285.2073,0,U,61916,999,581,.48250603E-3,.13041E-3,0
STARLINK-32544,2024-207F,2026-06-28T14:02:46.415616,15.27638630,.00017185,43.0045,15.3323,288.9968,71.0697,0,U,61917,999,9168,.67095679E-3,.1828E-3,0
STARLINK-32555,2024-207G,2026-06-28T15:03:10.257984,15.27603776,.00013265,43.0009,19.1044,258.0206,102.0497,0,U,61918,999,9164,.82809209E-3,.22612E-3,0
STARLINK-32547,2024-207H,2026-06-28T05:42:25.067232,15.27593202,.00006792,42.9992,17.0249,264.0267,96.0507,0,U,61919,999,9162,.44184344E-3,.11921E-3,0
STARLINK-32616,2024-207J,2026-06-27T22:41:35.875104,15.27597007,.0001331,43.0030,19.1308,269.0236,91.0463,0,U,61920,999,9158,.74155681E-3,.2021E-3,0
STARLINK-32605,2024-207K,2026-06-28T13:57:15.188256,15.27587751,.00003032,43.0017,15.3013,268.5517,91.5300,0,U,61921,999,9168,.58552475E-3,.15889E-3,0
STARLINK-32579,2024-207L,2026-06-28T14:40:57.918144,15.27594019,.00014223,43.0029,18.9923,263.5061,96.5629,0,U,61922,999,9164,.36979452E-3,.9932E-4,0
STARLINK-32537,2024-207M,2026-06-27T23:25:18.369120,15.27622987,.0001443,43.0006,22.8166,273.0609,87.0077,0,U,61923,999,9154,.73355423E-3,.20005E-3,0
STARLINK-32564,2024-207N,2026-06-28T14:57:36.952704,15.27612102,.00016599,43.0020,19.0746,257.6081,102.4585,0,U,61924,999,9164,.48735774E-3,.13186E-3,0
STARLINK-32536,2024-207P,2026-06-27T23:30:51.282144,15.27594672,.00013683,43.0005,22.8447,273.9603,86.1092,0,U,61925,999,9154,.64172078E-3,.17446E-3,0
STARLINK-32624,2024-207Q,2026-06-27T20:08:13.872480,15.27594879,.00011354,42.9999,19.1890,256.3472,103.7253,0,U,61926,999,9157,.72949892E-3,.19875E-3,0
STARLINK-32622,2024-207R,2026-06-28T05:44:16.147392,15.27579883,.00014624,42.9981,17.0325,269.3975,90.6709,0,U,61927,999,9163,.55441814E-3,.15025E-3,0
STARLINK-32620,2024-207S,2026-06-28T14:17:36.267360,15.27586337,.00013151,43.0026,15.4054,263.8583,96.2119,0,U,61928,999,9168,.27636004E-3,.7352E-4,0
STARLINK-32609,2024-207T,2026-06-28T14:06:30.194208,15.27584026,.00014084,43.0023,15.3481,258.4193,101.6500,0,U,61929,999,9168,.39910677E-3,.10738E-3,0
STARLINK-32567,2024-207U,2026-06-28T14:27:32.893920,15.27593420,.00014258,43.0016,11.9803,266.9361,93.1328,0,U,61930,999,9231,.41468143E-3,.11171E-3,0
STARLINK-32420,2024-207V,2026-06-28T05:55:21.977760,15.27594048,.00008718,43.0003,17.0904,270.1913,89.8839,0,U,61931,999,9163,.42417599E-3,.11433E-3,0
STARLINK-32354,2024-207W,2026-06-28T14:52:04.034496,15.27584729,.00012933,43.0043,19.0450,266.6162,93.4542,0,U,61932,999,9213,.80859636E-3,.22058E-3,0
STARLINK-32361,2024-207X,2026-06-28T13:20:26.655648,15.27605452,.00014223,42.9991,15.9502,279.7718,80.2973,0,U,61933,999,9167,.59714046E-3,.16219E-3,0
STARLINK-32500,2024-207Z,2026-06-28T14:35:24.718272,15.27595397,.00014213,43.0028,18.9588,251.9178,108.1519,0,U,61935,999,9164,.39384827E-3,.10596E-3,0
HAIYANG 4-01,2024-208A,2026-06-28T14:27:21.462336,14.73309724,.00024254,98.0029,187.2030,105.6054,254.5422,0,U,61936,999,8712,.76871152E-4,.448E-5,0
STARLINK-11407 [DTC],2024-209A,2026-06-28T07:12:32.618592,15.69704588,.00013783,53.1553,185.7668,44.9503,315.1626,0,U,61939,999,9411,.89832455E-3,.109667E-2,0
STARLINK-11337 [DTC],2024-209B,2026-06-28T07:05:28.744512,15.69709196,.00012545,53.1557,185.7343,75.0991,285.0166,0,U,61940,999,9409,.11488446E-2,.140976E-2,0
STARLINK-11353 [DTC],2024-209C,2026-06-28T06:58:24.853152,15.69717457,.00010274,53.1565,185.7020,78.5918,281.5216,0,U,61941,999,9405,.12390839E-2,.152358E-2,0
STARLINK-11320 [DTC],2024-209D,2026-06-28T06:51:29.777184,15.69713376,.00013438,53.1566,186.4022,85.3029,274.8142,0,U,61942,999,9404,.14813104E-2,.182906E-2,0
STARLINK-11425 [DTC],2024-209E,2026-06-28T06:44:25.967040,15.69694967,.00010903,53.1557,186.3708,76.1175,283.9964,0,U,61943,999,9404,.67174999E-3,.81545E-3,0
STARLINK-11422 [DTC],2024-209F,2026-06-28T14:15:47.468160,15.69729088,.00014241,53.1559,184.7669,75.9559,284.1617,0,U,61944,999,9409,.15481916E-2,.191516E-2,0
STARLINK-11421 [DTC],2024-209G,2026-06-28T14:08:43.586304,15.69758344,.00010585,53.1556,184.7353,79.4293,280.6844,0,U,61945,999,9409,.14488774E-2,.17914E-2,0
